Word,genre,nombre,nblettres,nbsyll
épanouissantes,f,p,14,4
épargnantes,f,p,11,3
épargne,f,s,7,2
épargnes,f,p,8,2
épargnée,f,s,8,3
épargnées,f,p,9,3
éparpillée,f,s,10,4
éparpillée,f,s,10,4
éparpillées,f,p,11,4
éparpillées,f,p,11,4
éparse,f,s,6,2
éparses,f,p,7,2
épatante,f,s,8,3
épatantes,f,p,9,3
épate,f,s,5,2
épates,f,p,6,2
épatée,f,s,6,3
épatée,f,s,6,3
épaule,f,s,6,2
épaules,f,p,7,2
épaulette,f,s,9,3
épaulettes,f,p,10,3
épaulière,f,s,9,3
épaulières,f,p,10,3
épaulée,f,s,7,3
épaulées,f,p,8,3
épave,f,s,5,2
épaves,f,p,6,2
épectase,f,s,8,3
épeichette,f,s,10,3
épeire,f,s,6,2
épellation,f,s,10,4
éperdue,f,s,7,3
éperdue,f,s,7,3
éperdues,f,p,8,3
éperdues,f,p,8,3
éperonnée,f,s,9,4
épervière,f,s,9,3
épervières,f,p,10,3
épeurée,f,s,7,3
éphébie,f,s,7,3
éphédrine,f,s,9,3
éphélides,f,p,9,3
éphéméride,f,s,10,4
éphémérides,f,p,11,4
épice,f,s,5,2
épicerie,f,s,8,4
épiceries,f,p,9,4
épices,f,p,6,2
épicière,f,s,8,3
épicières,f,p,9,3
épicrânienne,f,s,12,4
épicurienne,f,s,11,4
épicée,f,s,6,3
épicée,f,s,6,3
épicées,f,p,7,3
épidurale,f,s,9,4
épidémie,f,s,8,4
épidémies,f,p,9,4
épidémiologie,f,s,13,6
épigastrique,f,s,12,4
épiglotte,f,s,9,3
épigramme,f,s,9,3
épigrammes,f,p,10,3
épigraphe,f,s,9,3
épigraphie,f,s,10,4
épilation,f,s,9,4
épilepsie,f,s,9,4
épileptiforme,f,s,13,5
épileuse,f,s,8,3
épilée,f,s,6,3
épilées,f,p,7,3
épinaie,f,s,7,3
épine,f,s,5,2
épine-vinette,f,s,13,4
épines,f,p,6,2
épinette,f,s,8,3
épinettes,f,p,9,3
épineuse,f,s,8,3
épineuses,f,p,9,3
épingle,f,s,7,2
épingles,f,p,8,2
épinglette,f,s,10,3
épinglée,f,s,8,3
épinglées,f,p,9,3
épinglées,f,p,9,3
épinière,f,s,8,3
épinoches,f,p,9,3
épiphanie,f,s,9,4
épiphysaire,f,s,11,4
épiphyse,f,s,8,3
épiscopale,f,s,10,4
épiscopales,f,p,11,4
épiscopalienne,f,s,14,5
épiscopalienne,f,s,14,5
épisiotomie,f,s,11,5
épissures,f,p,9,3
épistolière,f,s,11,4
épistémologie,f,s,13,6
épitaphe,f,s,8,3
épitaphes,f,p,9,3
épithète,f,s,8,3
épithètes,f,p,9,3
épithéliale,f,s,11,4
épitoge,f,s,7,3
épiée,f,s,5,2
épiées,f,p,6,2
éplorée,f,s,7,3
éplorées,f,p,8,3
éployée,f,s,7,3
éployées,f,p,8,3
éplucheuses,f,p,11,3
épluchure,f,s,9,3
épluchures,f,p,10,3
épluchée,f,s,8,3
épluchées,f,p,9,3
épointées,f,p,9,3
éponge,f,s,6,2
éponges,f,p,7,2
épongée,f,s,7,3
épopée,f,s,6,3
épopées,f,p,7,3
époque,f,s,6,2
époques,f,p,7,2
épousailles,f,p,11,3
épouse,f,s,6,2
épouses,f,p,7,2
époussetée,f,s,10,4
époustouflante,f,s,14,4
époustouflantes,f,p,15,4
époustouflée,f,s,12,4
épousée,f,s,7,3
épousée,f,s,7,3
épousées,f,p,8,3
épousées,f,p,8,3
épouvante,f,s,9,3
épouvantes,f,p,10,3
épouvantée,f,s,10,4
épouvantée,f,s,10,4
épouvantées,f,p,11,4
épouvantées,f,p,11,4
époxy,f,s,5,3
épreuve,f,s,7,2
épreuves,f,p,8,2
éprise,f,s,6,2
éprise,f,s,6,2
éprises,f,p,7,2
éprises,f,p,7,2
éprouvante,f,s,10,3
éprouvantes,f,p,11,3
éprouvette,f,s,10,3
éprouvettes,f,p,11,3
éprouvée,f,s,8,3
éprouvée,f,s,8,3
éprouvées,f,p,9,3
éprouvées,f,p,9,3
épuisante,f,s,9,3
épuisantes,f,p,10,3
épuisette,f,s,9,3
épuisettes,f,p,10,3
épuisée,f,s,7,3
épuisée,f,s,7,3
épuisées,f,p,8,3
épuisées,f,p,8,3
épulie,f,s,6,3
épuration,f,s,9,4
épurations,f,p,10,4
épurative,f,s,9,4
épure,f,s,5,2
épures,f,p,6,2
épurée,f,s,6,3
épurées,f,p,7,3
épée,f,s,4,2
épées,f,p,5,2
épître,f,s,6,2
épîtres,f,p,7,2
équanimité,f,s,10,5
équarrie,f,s,8,3
équarries,f,p,9,3
équarries,f,p,9,3
équation,f,s,8,3
équations,f,p,9,3
équatoriale,f,s,11,4
équatoriennes,f,p,13,4
équerre,f,s,7,2
équerres,f,p,8,2
équeutées,f,p,9,3
équidistance,f,s,12,4
équidistante,f,s,12,4
équidistantes,f,p,13,4
équilibrante,f,s,12,4
équilibrée,f,s,10,4
équilibrée,f,s,10,4
équilibrées,f,p,11,4
équilibrées,f,p,11,4
équine,f,s,6,2
équipe,f,s,6,2
équipes,f,p,7,2
équipière,f,s,9,3
équipée,f,s,7,3
équipée,f,s,7,3
équipées,f,p,8,3
équipées,f,p,8,3
équitation,f,s,10,4
équité,f,s,6,3
équivalence,f,s,11,4
équivalences,f,p,12,4
équivalente,f,s,11,4
équivalentes,f,p,12,4
équivoque,f,s,9,3
équivoques,f,p,10,3
érablières,f,p,10,4
éradication,f,s,11,5
éradiquée,f,s,9,4
éraflure,f,s,8,3
éraflures,f,p,9,3
éraflée,f,s,7,3
éraflées,f,p,8,3
éraillures,f,p,10,3
éraillée,f,s,8,3
éraillée,f,s,8,3
éraillées,f,p,9,3
éraillées,f,p,9,3
érection,f,s,8,3
érections,f,p,9,3
éreintante,f,s,10,3
éreintée,f,s,8,3
éreintée,f,s,8,3
éreintées,f,p,9,3
éreintées,f,p,9,3
érigée,f,s,6,3
érigées,f,p,7,3
érodée,f,s,6,3
érodée,f,s,6,3
érodées,f,p,7,3
érodées,f,p,7,3
érogène,f,s,7,3
érosion,f,s,7,3
érosions,f,p,8,3
érotisée,f,s,8,4
érotomanie,f,s,10,5
éructation,f,s,10,4
éructations,f,p,11,4
éructées,f,p,8,3
érudite,f,s,7,3
érudite,f,s,7,3
érudites,f,p,8,3
érudition,f,s,9,4
éruption,f,s,8,3
éruptions,f,p,9,3
éruptive,f,s,8,3
éruptives,f,p,9,3
érythromycine,f,s,13,5
érythrophobie,f,s,13,5
érythréenne,f,s,11,4
étable,f,s,6,2
étables,f,p,7,2
établie,f,s,7,3
établie,f,s,7,3
établies,f,p,8,3
établies,f,p,8,3
étagère,f,s,7,3
étagères,f,p,8,3
étagée,f,s,6,3
étagée,f,s,6,3
étagées,f,p,7,3
étagées,f,p,7,3
étales,f,p,6,2
étalée,f,s,6,3
étalées,f,p,7,3
étamine,f,s,7,3
étamines,f,p,8,3
étampes,f,p,7,2
étampures,f,p,9,3
étanchée,f,s,8,3
étanchéité,f,s,10,5
étape,f,s,5,2
étapes,f,p,6,2
étatisation,f,s,11,5
étayée,f,s,6,3
étayées,f,p,7,3
éteinte,f,s,7,2
éteinte,f,s,7,2
éteintes,f,p,8,2
éteintes,f,p,8,2
étendue,f,s,7,3
étendue,f,s,7,3
étendues,f,p,8,3
étendues,f,p,8,3
éternelle,f,s,9,3
éternelle,f,s,9,3
éternelles,f,p,10,3
éternelles,f,p,10,3
éternisée,f,s,9,4
éternité,f,s,8,4
éternités,f,p,9,4
éteule,f,s,6,2
éteules,f,p,7,2
éthiopienne,f,s,11,3
éthiopiennes,f,p,12,3
éthiopiennes,f,p,12,3
éthique,f,s,7,2
éthiques,f,p,8,2
éthologie,f,s,9,4
éthérique,f,s,9,3
éthérée,f,s,7,3
éthérées,f,p,8,3
étincelante,f,s,11,4
étincelantes,f,p,12,4
étincelle,f,s,9,3
étincelles,f,p,10,3
étiologie,f,s,9,4
étiolée,f,s,7,3
étiolées,f,p,8,3
étiqueteuse,f,s,11,4
étiquette,f,s,9,3
étiquettes,f,p,10,3
étiquetée,f,s,9,4
étiquetées,f,p,10,4
étirée,f,s,6,3
étirées,f,p,7,3
étisie,f,s,6,3
étoffe,f,s,6,2
étoffes,f,p,7,2
étoffée,f,s,7,3
étoffée,f,s,7,3
étoffées,f,p,8,3
étoile,f,s,6,2
étoiles,f,p,7,2
étoilée,f,s,7,3
étoilée,f,s,7,3
étoilées,f,p,8,3
étoilées,f,p,8,3
étole,f,s,5,2
étoles,f,p,6,2
étonnante,f,s,9,3
étonnantes,f,p,10,3
étonnée,f,s,7,3
étonnée,f,s,7,3
étonnées,f,p,8,3
étonnées,f,p,8,3
étouffante,f,s,10,3
étouffantes,f,p,11,3
étouffeuses,f,p,11,3
étouffée,f,s,8,3
étouffée,f,s,8,3
étouffées,f,p,9,3
étouffées,f,p,9,3
étoupe,f,s,6,2
étourderie,f,s,10,4
étourderies,f,p,11,4
étourdie,f,s,8,3
étourdie,f,s,8,3
étourdie,f,s,8,3
étourdies,f,p,9,3
étourdies,f,p,9,3
étourdissante,f,s,13,4
étourdissantes,f,p,14,4
étrangeté,f,s,9,4
étrangetés,f,p,10,4
étrangleuse,f,s,11,3
étrangleuse,f,s,11,3
étrangleuses,f,p,12,3
étranglée,f,s,9,3
étranglée,f,s,9,3
étranglées,f,p,10,3
étranglées,f,p,10,3
étrangère,f,s,9,3
étrangère,f,s,9,3
étrangères,f,p,10,3
étrangères,f,p,10,3
étrangéité,f,s,10,5
étrave,f,s,6,2
étraves,f,p,7,2
étreinte,f,s,8,2
étreinte,f,s,8,2
étreintes,f,p,9,2
étreintes,f,p,9,2
étrenne,f,s,7,2
étrennes,f,p,8,2
étrennée,f,s,8,3
étrille,f,s,7,2
étrilles,f,p,8,2
étrillée,f,s,8,3
étripée,f,s,7,3
étriquée,f,s,8,3
étriquée,f,s,8,3
étriquées,f,p,9,3
étriquées,f,p,9,3
étrivière,f,s,9,3
étrivières,f,p,10,3
étroite,f,s,7,2
étroites,f,p,8,2
étroitesse,f,s,10,3
étrécie,f,s,7,3
étude,f,s,5,2
études,f,p,6,2
étudiante,f,s,9,3
étudiante,f,s,9,3
étudiantes,f,p,10,3
étudiantes,f,p,10,3
étudiée,f,s,7,3
étudiée,f,s,7,3
étudiées,f,p,8,3
étudiées,f,p,8,3
étuve,f,s,5,2
étuves,f,p,6,2
étuveuse,f,s,8,3
étuvée,f,s,6,3
étymologie,f,s,10,5
étymologies,f,p,11,5
évacuation,f,s,10,4
évacuations,f,p,11,4
évacuée,f,s,7,3
évacuée,f,s,7,3
évacuée,f,s,7,3
évacuées,f,p,8,3
évacuées,f,p,8,3
évadée,f,s,6,3
évadée,f,s,6,3
évadée,f,s,6,3
évadées,f,p,7,3
évaluation,f,s,10,4
évaluations,f,p,11,4
évaluée,f,s,7,3
évaluées,f,p,8,3
évanescence,f,s,11,4
évanescences,f,p,12,4
évanescente,f,s,11,4
évanescentes,f,p,12,4
évangélisation,f,s,14,6
évangélisatrices,f,p,16,6
évanouie,f,s,8,3
évanouie,f,s,8,3
évanouies,f,p,9,3
évanouies,f,p,9,3
évaporation,f,s,11,5
évaporée,f,s,8,4
évaporée,f,s,8,4
évaporées,f,p,9,4
évaporées,f,p,9,4
évaporées,f,p,9,4
évasion,f,s,7,3
évasions,f,p,8,3
évasive,f,s,7,3
évasives,f,p,8,3
évasée,f,s,6,3
évasée,f,s,6,3
évasées,f,p,7,3
évasées,f,p,7,3
éveillée,f,s,8,3
éveillée,f,s,8,3
éveillées,f,p,9,3
éveillées,f,p,9,3
éventration,f,s,11,4
éventrée,f,s,8,3
éventrée,f,s,8,3
éventrées,f,p,9,3
éventrées,f,p,9,3
éventualité,f,s,11,5
éventualités,f,p,12,5
éventuelle,f,s,10,3
éventuelles,f,p,11,3
éventée,f,s,7,3
éventée,f,s,7,3
éventées,f,p,8,3
éventées,f,p,8,3
éversées,f,p,8,3
éviction,f,s,8,3
évidence,f,s,8,3
évidences,f,p,9,3
évidente,f,s,8,3
évidentes,f,p,9,3
évidée,f,s,6,3
évidée,f,s,6,3
évidées,f,p,7,3
évincée,f,s,7,3
éviscération,f,s,12,5
éviscérée,f,s,9,4
évitables,f,p,9,3
évitée,f,s,6,3
évitée,f,s,6,3
évitées,f,p,7,3
évocation,f,s,9,4
évocations,f,p,10,4
évocatrice,f,s,10,4
évocatrices,f,p,11,4
évolution,f,s,9,4
évolutionniste,f,s,14,5
évolutions,f,p,10,4
évolutive,f,s,9,4
évolutives,f,p,10,4
évoluée,f,s,7,3
évoluée,f,s,7,3
évoluée,f,s,7,3
évoluées,f,p,8,3
évoluées,f,p,8,3
évoluées,f,p,8,3
évoquée,f,s,7,3
évoquées,f,p,8,3
évènementielle,f,s,14,5
île,f,s,3,1
îles,f,p,4,1
îlette,f,s,6,2
ôtée,f,s,4,2
ôtée,f,s,4,2
ôtées,f,p,5,2
ôtées,f,p,5,2
a,m,,1,1
a priori,m,,8,4
aa,m,s,2,2
abaca,m,s,5,3
abaissant,m,s,9,3
abaisse-langue,m,,14,3
abaissement,m,s,11,4
abaissé,m,s,7,3
abaissé,m,s,7,3
abaissés,m,p,8,3
abaissés,m,p,8,3
abalone,m,s,7,3
abalones,m,p,8,3
abandon,m,s,7,3
abandonneurs,m,p,12,4
abandonné,m,s,9,4
abandonné,m,s,9,4
abandonnés,m,p,10,4
abandonnés,m,p,10,4
abandons,m,p,8,3
abaque,m,s,6,2
abasourdi,m,s,9,4
abasourdi,m,s,9,4
abasourdis,m,p,10,4
abasourdis,m,p,10,4
abasourdissant,m,s,14,5
abasourdissants,m,p,15,5
abat,m,s,4,2
abat-jour,m,,9,3
abat-son,m,,8,3
abatage,m,s,7,3
abatis,m,,6,3
abats,m,p,5,2
abattage,m,s,8,3
abattages,m,p,9,3
abattant,m,s,8,3
abattants,m,p,9,3
abattement,m,s,10,4
abattements,m,p,11,4
abatteur,m,s,8,3
abatteurs,m,p,9,3
abattis,m,,7,3
abattoir,m,s,8,3
abattoirs,m,p,9,3
abattu,m,s,6,3
abattu,m,s,6,3
abattu,m,s,6,3
abattus,m,p,7,3
abattus,m,p,7,3
abattus,m,p,7,3
abbatial,m,s,8,3
abbé,m,s,4,2
abbés,m,p,5,2
abc,m,,3,3
abcès,m,,5,2
abdiqué,m,s,7,3
abdomen,m,s,7,3
abdominal,m,s,9,4
abdominaux,m,p,10,4
abdominaux,m,p,10,4
abdos,m,p,5,2
abducteur,m,s,9,3
aber,m,s,4,2
aberrant,m,s,8,3
aberrants,m,p,9,3
abhorré,m,s,7,3
abhorré,m,s,7,3
abhorrés,m,p,8,3
abject,m,s,6,2
abjects,m,p,7,2
abjuré,m,s,6,3
ablatif,m,s,7,3
able,m,s,4,1
aboi,m,s,4,2
aboiement,m,s,9,3
aboiements,m,p,10,3
abois,m,p,5,2
aboli,m,s,5,3
aboli,m,s,5,3
abolis,m,p,6,3
abolis,m,p,6,3
abolitionniste,m,s,14,5
abondant,m,s,8,3
abondants,m,p,9,3
abondé,m,s,6,3
abonnement,m,s,10,4
abonnements,m,p,11,4
abonné,m,s,6,3
abonné,m,s,6,3
abonné,m,s,6,3
abonnés,m,p,7,3
abonnés,m,p,7,3
abonnés,m,p,7,3
abord,m,s,5,2
abordage,m,s,8,3
abordages,m,p,9,3
abords,m,p,6,2
abordé,m,s,6,3
abordé,m,s,6,3
abordés,m,p,7,3
abordés,m,p,7,3
abornement,m,s,10,4
abortif,m,s,7,3
abouchements,m,p,12,4
abouché,m,s,7,3
abouchés,m,p,8,3
abounas,m,p,7,3
about,m,s,5,2
abouti,m,s,6,3
abouti,m,s,6,3
aboutis,m,p,7,3
aboutis,m,p,7,3
aboutissant,m,s,11,4
aboutissants,m,p,12,4
aboutissement,m,s,13,5
aboyant,m,s,7,3
aboyeur,m,s,7,3
aboyeur,m,s,7,3
aboyeurs,m,p,8,3
aboyeurs,m,p,8,3
aboyé,m,s,5,3
abracadabra,m,s,11,5
abracadabrant,m,s,13,5
abracadabrants,m,p,14,5
abracadabré,m,s,11,5
abrasif,m,s,7,3
abrasif,m,s,7,3
abrasifs,m,p,8,3
abrasifs,m,p,8,3
abrasé,m,s,6,3
abraxas,m,,7,3
abreuvage,m,s,9,3
abreuvoir,m,s,9,3
abreuvoirs,m,p,10,3
abreuvé,m,s,7,3
abreuvé,m,s,7,3
abreuvés,m,p,8,3
abreuvés,m,p,8,3
abri,m,s,4,2
abri-refuge,m,s,11,4
abribus,m,,7,3
abricot,m,s,7,3
abricotier,m,s,10,4
abricotiers,m,p,11,4
abricots,m,p,8,3
abris,m,p,5,2
abritant,m,s,8,3
abrité,m,s,6,3
abrité,m,s,6,3
abrités,m,p,7,3
abrités,m,p,7,3
abrogé,m,s,6,3
abrogé,m,s,6,3
abrogés,m,p,7,3
abrupt,m,s,6,2
abrupt,m,s,6,2
abrupts,m,p,7,2
abrupts,m,p,7,2
abruti,m,s,6,3
abruti,m,s,6,3
abruti,m,s,6,3
abrutis,m,p,7,3
abrutis,m,p,7,3
abrutis,m,p,7,3
abrutissant,m,s,11,4
abrutissants,m,p,12,4
abrutissement,m,s,13,5
abrutisseur,m,s,11,4
abrégé,m,s,6,3
abrégé,m,s,6,3
abrégé,m,s,6,3
abrégés,m,p,7,3
abrégés,m,p,7,3
abréviatif,m,s,10,4
abscons,m,,7,2
absent,m,s,6,2
absent,m,s,6,2
absents,m,p,7,2
absents,m,p,7,2
absenté,m,s,7,3
absentéisme,m,s,11,4
absentéiste,m,s,11,4
absentés,m,p,8,3
absolu,m,s,6,3
absolu,m,s,6,3
absolus,m,p,7,3
absolus,m,p,7,3
absolutisme,m,s,11,4
absolvant,m,s,9,3
absorbables,m,p,11,3
absorbant,m,s,9,3
absorbant,m,s,9,3
absorbants,m,p,10,3
absorbeur,m,s,9,3
absorbé,m,s,7,3
absorbé,m,s,7,3
absorbés,m,p,8,3
absorbés,m,p,8,3
absous,m,,6,2
absous,m,s,6,2
abstenu,m,s,7,3
abstenus,m,p,8,3
abstinent,m,s,9,3
abstrait,m,s,8,2
abstrait,m,s,8,2
abstrait,m,s,8,2
abstraits,m,p,9,2
abstraits,m,p,9,2
abstraits,m,p,9,2
abstrus,m,p,7,2
absurde,m,s,7,2
absurdes,m,p,8,2
abus,m,,4,2
abuseur,m,s,7,3
abusif,m,s,6,3
abusifs,m,p,7,3
abusé,m,s,5,3
abusé,m,s,5,3
abusés,m,p,6,3
abusés,m,p,6,3
abyme,m,s,5,2
abyssal,m,s,7,3
abysse,m,s,6,2
abysses,m,p,7,2
abyssin,m,s,7,3
abyssin,m,s,7,3
abyssinien,m,s,10,4
abyssins,m,p,8,3
abâtardi,m,s,8,4
abécédaire,m,s,10,4
abêti,m,s,5,3
abêti,m,s,5,3
abêtis,m,p,6,3
abêtissement,m,s,12,5
abîme,m,s,5,2
abîmes,m,p,6,2
abîmé,m,s,5,3
abîmés,m,p,6,3
acabit,m,s,6,3
acabits,m,p,7,3
acacia,m,s,6,3
acacias,m,p,7,3
acadien,m,s,7,3
acadien,m,s,7,3
acadiens,m,p,8,3
académicien,m,s,11,5
académiciens,m,p,12,5
académisme,m,s,10,4
académisé,m,s,9,5
acagnardé,m,s,9,4
acajou,m,s,6,3
acajous,m,p,7,3
acariens,m,p,8,3
accablant,m,s,9,3
accablants,m,p,10,3
accablement,m,s,11,4
accablements,m,p,12,4
accablé,m,s,7,3
accablé,m,s,7,3
accablés,m,p,8,3
accablés,m,p,8,3
accaparant,m,s,10,4
accapareur,m,s,10,4
accaparé,m,s,8,4
accaparés,m,p,9,4
accastillage,m,s,12,4
accastillages,m,p,13,4
accent,m,s,6,2
accenteur,m,s,9,3
accents,m,p,7,2
accentué,m,s,8,3
accentué,m,s,8,3
accentués,m,p,9,3
accentués,m,p,9,3
acceptant,m,s,9,3
accepté,m,s,7,3
acceptés,m,p,8,3
accesseurs,m,p,10,3
accessit,m,s,8,3
accessoire,m,s,10,3
accessoires,m,p,11,3
accident,m,s,8,3
accidentel,m,s,10,4
accidentels,m,p,11,4
accidents,m,p,9,3
accidenté,m,s,9,4
accidenté,m,s,9,4
accidenté,m,s,9,4
accidentés,m,p,10,4
accidentés,m,p,10,4
acclamé,m,s,7,3
acclamés,m,p,8,3
acclimatement,m,s,13,5
acclimaté,m,s,9,4
acclimatés,m,p,10,4
accointé,m,s,8,3
accointés,m,p,9,3
accolement,m,s,10,4
accolé,m,s,6,3
accolés,m,p,7,3
accolés,m,p,7,3
accommodant,m,s,11,4
accommodants,m,p,12,4
accommodement,m,s,13,5
accommodements,m,p,14,5
accommodé,m,s,9,4
accommodés,m,p,10,4
accompagnant,m,s,12,4
accompagnateur,m,s,14,5
accompagnateurs,m,p,15,5
accompagnement,m,s,14,5
accompagnements,m,p,15,5
accompagné,m,s,10,4
accompagné,m,s,10,4
accompagnés,m,p,11,4
accompagnés,m,p,11,4
accompli,m,s,8,3
accompli,m,s,8,3
accompli,m,s,8,3
accomplis,m,p,9,3
accomplis,m,p,9,3
accomplissement,m,s,15,5
accomplissements,m,p,16,5
accord,m,s,6,2
accordement,m,s,11,4
accordeur,m,s,9,3
accordo,m,s,7,3
accords,m,p,7,2
accordé,m,s,7,3
accordé,m,s,7,3
accordéon,m,s,9,4
accordéons,m,p,10,4
accordés,m,p,8,3
accordés,m,p,8,3
accores,m,p,7,2
accort,m,s,6,2
accorts,m,p,7,2
accostage,m,s,9,3
accostant,m,s,9,3
accosté,m,s,7,3
accotement,m,s,10,4
accotements,m,p,11,4
accotoirs,m,p,9,3
accoté,m,s,6,3
accotés,m,p,7,3
accotés,m,p,7,3
accouchant,m,s,10,3
accouchement,m,s,12,4
accouchements,m,p,13,4
accoucheur,m,s,10,3
accoucheurs,m,p,11,3
accouché,m,s,8,3
accouchés,m,p,9,3
accoudoir,m,s,9,3
accoudoirs,m,p,10,3
accoudé,m,s,7,3
accoudé,m,s,7,3
accoudés,m,p,8,3
accoudés,m,p,8,3
accouplement,m,s,12,4
accouplements,m,p,13,4
accouplé,m,s,8,3
accouplés,m,p,9,3
accouru,m,s,7,3
accourus,m,p,8,3
accoutrement,m,s,12,4
accoutrements,m,p,13,4
accoutré,m,s,8,3
accoutré,m,s,8,3
accoutrés,m,p,9,3
accoutrés,m,p,9,3
accoutumé,m,s,9,4
accoutumé,m,s,9,4
accoutumés,m,p,10,4
accoutumés,m,p,10,4
accras,m,p,6,2
accro,m,s,5,2
accro,m,s,5,2
accroc,m,s,6,2
accrochage,m,s,10,3
accrochages,m,p,11,3
accrochant,m,s,10,3
accroche-coeur,m,s,14,3
accroche-coeurs,m,p,15,3
accrocheur,m,s,10,3
accrocheurs,m,p,11,3
accroché,m,s,8,3
accroché,m,s,8,3
accrochés,m,p,9,3
accrochés,m,p,9,3
accrocs,m,p,7,2
accroissement,m,s,13,4
accros,m,p,6,2
accros,m,p,6,2
accroupi,m,s,8,3
accroupi,m,s,8,3
accroupis,m,p,9,3
accroupis,m,p,9,3
accroupissement,m,s,15,5
accru,m,s,5,2
accru,m,s,5,2
accrus,m,p,6,2
accrus,m,p,6,2
accréditif,m,s,10,4
accrédité,m,s,9,4
accrédité,m,s,9,4
accrédités,m,p,10,4
accrédités,m,p,10,4
accrédités,m,p,10,4
accu,m,s,4,2
accueil,m,s,7,2
accueillant,m,s,11,3
accueillants,m,p,12,3
accueilli,m,s,9,3
accueillis,m,p,10,3
accueils,m,p,8,2
acculé,m,s,6,3
acculé,m,s,6,3
acculés,m,p,7,3
acculés,m,p,7,3
accumulateur,m,s,12,5
accumulateurs,m,p,13,5
accumulé,m,s,8,4
accumulés,m,p,9,4
accus,m,p,5,2
accusateur,m,s,10,4
accusateur,m,s,10,4
accusateurs,m,p,11,4
accusateurs,m,p,11,4
accusatif,m,s,9,4
accusé,m,s,6,3
accusé,m,s,6,3
accusé,m,s,6,3
accusés,m,p,7,3
accusés,m,p,7,3
accusés,m,p,7,3
accès,m,,5,2
accédé,m,s,6,3
accélérant,m,s,10,4
accélérants,m,p,11,4
accélérateur,m,s,12,5
accélérateur,m,s,12,5
accélérateurs,m,p,13,5
accélérateurs,m,p,13,5
accéléré,m,s,8,4
accéléré,m,s,8,4
accéléré,m,s,8,4
accélérés,m,p,9,4
accélérés,m,p,9,4
ace,m,s,3,1
acellulaire,m,s,11,4
acerbité,m,s,8,4
acetabulum,m,s,10,5
achalandage,m,s,11,4
achalandé,m,s,9,4
achalandés,m,p,10,4
achalandés,m,p,10,4
achards,m,p,7,2
acharnement,m,s,11,4
acharnements,m,p,12,4
acharné,m,s,7,3
acharné,m,s,7,3
acharnés,m,p,8,3
acharnés,m,p,8,3
achat,m,s,5,2
achats,m,p,6,2
acheminement,m,s,12,5
acheminé,m,s,8,4
acheminés,m,p,9,4
acheteur,m,s,8,3
acheteurs,m,p,9,3
acheté,m,s,6,3
achetés,m,p,7,3
achevé,m,s,6,3
achevé,m,s,6,3
achevés,m,p,7,3
achevés,m,p,7,3
achoppement,m,s,11,4
achoppé,m,s,7,3
achèvement,m,s,10,4
achèvements,m,p,11,4
achélème,m,s,8,3
achélèmes,m,p,9,3
acid jazz,m,s,9,3
acide,m,s,5,2
acides,m,p,6,2
acidulé,m,s,7,4
acidulé,m,s,7,4
acidulés,m,p,8,4
acidulés,m,p,8,4
acier,m,s,5,2
aciers,m,p,6,2
acnéiques,m,p,9,3
acolyte,m,s,7,3
acolytes,m,p,8,3
acompte,m,s,7,2
acomptes,m,p,8,2
aconiers,m,p,8,3
aconit,m,s,6,3
acoquiné,m,s,8,4
acoquinés,m,p,9,4
acouphène,m,s,9,3
acquiescement,m,s,13,4
acquiescements,m,p,14,4
acquiescé,m,s,9,3
acquis,m,,6,2
acquis,m,,6,2
acquis,m,,6,2
acquit,m,s,6,2
acquits,m,p,7,2
acquittement,m,s,12,4
acquitté,m,s,8,3
acquitté,m,s,8,3
acquitté,m,s,8,3
acquittés,m,p,9,3
acquittés,m,p,9,3
acquittés,m,p,9,3
acquéreur,m,s,9,3
acquéreurs,m,p,10,3
acquêt,m,s,6,2
acquêts,m,p,7,2
acra,m,s,4,2
acrimonieux,m,s,11,4
acromion,m,s,8,3
acronyme,m,s,8,3
acrostiche,m,s,10,3
acrotère,m,s,8,3
acrylique,m,s,9,3
acryliques,m,p,10,3
acrylonitrile,m,s,13,5
acte,m,s,4,1
actes,m,p,5,1
acteur,m,s,6,2
acteurs,m,p,7,2
actif,m,s,5,2
actif,m,s,5,2
actifs,m,p,6,2
actifs,m,p,6,2
actionnariat,m,s,12,4
actionnement,m,s,12,4
actionneur,m,s,10,3
actionné,m,s,8,3
actionnés,m,p,9,3
activant,m,s,8,3
activateur,m,s,10,4
activisme,m,s,9,3
activistes,m,p,10,3
activé,m,s,6,3
activé,m,s,6,3
activés,m,p,7,3
activés,m,p,7,3
actualisé,m,s,9,4
actuariel,m,s,9,4
actuel,m,s,6,2
actuels,m,p,7,2
acumen,m,s,6,3
acuponcteur,m,s,11,4
acupuncteur,m,s,11,4
acéphale,m,s,8,3
acéphales,m,p,9,3
acéré,m,s,5,3
acéré,m,s,5,3
acérés,m,p,6,3
acérés,m,p,6,3
acétate,m,s,7,3
acétique,m,s,8,3
acétylsalicylique,m,s,17,7
acétylène,m,s,9,4
ada,m,s,3,2
adage,m,s,5,2
adages,m,p,6,2
adagio,m,s,6,3
adamantin,m,s,9,4
adamique,m,s,8,3
adaptables,m,p,10,3
adaptateur,m,s,10,4
adaptateurs,m,p,11,4
adaptatif,m,s,9,4
adaptatifs,m,p,10,4
adapté,m,s,6,3
adaptés,m,p,7,3
addenda,m,,7,3
addendum,m,s,8,3
additif,m,s,7,3
additif,m,s,7,3
additifs,m,p,8,3
additifs,m,p,8,3
additionnel,m,s,11,4
